bug_id,file_path,hunk_index
Math_24,1,1
Math_26,0,0
Math_26,1,1
Math_28,0,0
Math_28,1,1
Math_28,2,2
Math_28,3,3
Math_29,0,0
Math_29,1,1
Math_31,0,0
Math_31,1,1
Math_31,2,2
Math_35,0,0
Math_35,1,1
Math_36,0,0
Math_36,1,1
Math_37,0,0
Math_37,1,1
Math_38,0,0
Math_38,1,1
Math_44,0,0
Math_44,1,1
Math_44,2,2
Math_46,0,0
Math_46,1,1
Math_47,0,0
Math_47,1,1
Math_47,2,2
Math_47,3,3
Math_49,0,0
Math_49,1,1
Math_49,2,2
Math_49,3,3
Math_52,0,0
Math_52,1,1
Math_54,0,0
Math_54,1,1
Math_55,0,0
Math_55,1,1
Math_61,0,0
Math_61,1,1
Math_62,0,0
Math_62,1,1
Math_64,0,0
Math_64,1,1
Math_64,2,2
Math_64,3,3
Math_64,4,4
Math_64,5,5
Math_64,6,6
Math_64,7,7
Math_64,8,8
Math_64,9,9
Math_65,0,0
Math_65,1,1
Math_66,0,0
Math_66,1,1
Math_66,2,2
Math_66,3,3
Math_66,4,4
Math_66,5,5
Math_68,0,0
Math_68,1,1
Math_68,2,2
Math_68,3,3
Math_68,4,4
Math_71,0,0
Math_71,1,1
Math_72,0,0
Math_72,1,1
Math_76,0,0
Math_76,1,1
Math_77,0,0
Math_77,1,1
Math_78,0,0
Math_78,1,1
Math_81,0,0
Math_81,1,1
Math_81,2,2
Math_83,0,0
Math_83,1,1
Math_84,0,0
Math_84,1,1
Math_86,0,0
Math_86,1,1
Math_90,0,0
Math_90,1,1
Math_92,0,0
Math_92,1,1
Math_92,2,2
Math_93,0,0
Math_93,1,1
Math_93,2,2
Math_98,0,0
Math_98,1,1
Math_99,0,0
Math_99,1,1
Math_100,0,0
Math_100,1,1
Math_106,0,0
Math_106,1,1
Mockito_2,0,0
Mockito_2,1,1
Mockito_2,2,2
Mockito_3,0,0
Mockito_3,1,1
Mockito_4,0,0
Mockito_4,1,1
Mockito_4,2,2
Mockito_6,0,0
Mockito_6,1,1
Mockito_6,2,2
Mockito_6,3,3
Mockito_6,4,4
Mockito_6,5,5
Mockito_6,6,6
Mockito_6,7,7
Mockito_6,8,8
Mockito_6,9,9
Mockito_6,10,10
Mockito_6,11,11
Mockito_6,12,12
Mockito_6,13,13
Mockito_6,14,14
Mockito_6,15,15
Mockito_6,16,16
Mockito_6,17,17
Mockito_6,18,18
Mockito_6,19,19
Mockito_9,0,0
Mockito_9,1,1
Mockito_10,0,0
Mockito_10,1,1
Mockito_10,2,2
Mockito_14,0,0
Mockito_14,1,1
Mockito_14,2,2
Mockito_14,3,3
Mockito_15,0,0
Mockito_15,1,1
Mockito_16,0,0
Mockito_16,1,1
Mockito_16,2,2
Mockito_17,0,0
Mockito_17,1,1
Mockito_17,2,2
Mockito_17,3,3
Mockito_19,0,0
Mockito_19,1,1
Mockito_19,2,2
Mockito_19,3,3
Mockito_19,4,4
Mockito_19,5,5
Mockito_19,6,6
Mockito_19,7,7
Mockito_19,8,8
Mockito_20,0,0
Mockito_20,1,1
Mockito_21,0,0
Mockito_21,1,1
Mockito_23,0,0
Mockito_23,1,1
Mockito_23,2,2
Mockito_23,3,3
Mockito_23,4,4
Mockito_25,0,0
Mockito_25,1,1
Mockito_25,2,2
Mockito_25,3,3
Mockito_25,4,4
Mockito_30,0,0
Mockito_30,1,1
Mockito_31,0,0
Mockito_31,1,1
Mockito_32,0,0
Mockito_32,1,1
Mockito_35,0,0
Mockito_35,1,1
Mockito_35,2,2
Mockito_36,0,0
Mockito_36,1,1
Time_1,0,0
Time_1,1,1
Time_2,0,0
Time_2,1,1
Time_2,2,2
Time_3,0,0
Time_3,1,1
Time_3,2,2
Time_3,3,3
Time_3,4,4
Time_3,5,5
Time_3,6,6
Time_3,7,7
Time_3,8,8
Time_3,9,9
Time_6,0,0
Time_6,1,1
Time_6,2,2
Time_9,0,0
Time_9,1,1
Time_9,2,2
Time_10,0,0
Time_10,1,1
Time_12,0,0
Time_12,1,1
Time_12,2,2
Time_12,3,3
Time_13,0,0
Time_13,1,1
Time_13,2,2
Time_23,0,0
Time_23,1,1
Time_26,0,0
Time_26,1,1
Time_26,2,2
Time_26,3,3
Time_26,4,4
Time_26,5,5
Time_26,6,6
Time_26,7,7
